Sea_Surface_Temperature,Atmospheric_Pressure,Humidity,Wind_Shear,Vorticity,Latitude,Ocean_Depth,Proximity_to_Coastline,Pre_existing_Disturbance,Cyclone
26.2775763436,982.6963055521,84.0364802264,10.1143785715,9.21404663248797E-05,13.1318107472,114.4766564162,1.2147188335,1,1
27.1734136858,995.7641092207,87.9133114202,18.503961668,8.02581635061592E-05,18.5272213575,355.8349320778,1.445924644,1,1
27.18329639,980.0333628259,70.8781823759,8.2683706944,6.78742855858298E-05,17.6742319953,317.0576222171,0.5162434432,1,1
28.9151122178,989.7059123746,86.6022395603,13.3486764275,3.75594379156512E-05,7.6915253421,92.4885039472,1.3315183331,1,1
29.6735901683,999.4936414029,64.1373645944,11.0304082533,7.42492240099899E-05,20.5964176802,103.198380031,0.5000307188,1,1
28.8485481835,990.6978852796,70.1792532647,5.1934620468,5.63284436423425E-05,22.0230147085,480.9342408227,1.0657449506,1,1
28.057845311,982.5516915647,81.9549120617,10.6996861845,6.26778516839398E-05,12.7745269575,158.1346055527,0.5949652752,1,1
27.2596737784,982.8993450286,67.075878033,19.8100423787,4.71898379061288E-05,15.6374353301,443.1283379317,1.4955689005,1,1
28.3308577974,1004.3742146313,73.0776409735,9.5861593617,4.32568534944832E-05,18.4501452535,356.9862601648,0.8152394346,1,1
26.5328396965,998.971887694,65.1330344876,13.6773876234,7.08751021653494E-05,19.0122299279,389.0624497968,1.3728594216,1,1
27.9998359679,1001.9074756859,84.7669094146,7.799599097,7.44051626259378E-06,10.6908277135,249.3651678519,1.1171059444,1,1
29.399837322,985.8873715012,65.0219915959,19.4521992121,1.52642331407587E-05,14.5698214021,313.503677957,1.0413744209,1,1
26.3441286281,981.7108074201,64.2193370984,13.7838152581,5.67127643252605E-05,9.6748158407,336.9983638305,1.3200675021,1,1
26.1663158394,994.9438983064,87.5724164841,8.784678906,3.42382360028492E-05,17.2727580598,454.0708820497,1.3099244203,1,1
28.3325208764,1001.9066515327,74.5928988083,14.6144829215,4.92872511571179E-05,8.7987227292,365.7822232448,1.0564646373,1,1
27.4344863278,1007.3401757024,60.8373647131,9.7365972687,1.04037327888764E-05,20.3305463244,365.9483543512,0.8313522187,1,1
28.7026516088,991.8781167859,90.2501516569,11.8127549411,4.41665741440082E-05,23.6945983098,162.8955949508,0.62044734,1,1
28.338172453,1009.0796543685,75.1135685491,5.9305514544,0.000037234,15.1186330864,122.8653529845,1.1581022181,1,1
29.990997556,993.5521842794,74.1891422692,11.0105625025,1.59388869475441E-05,22.6654720285,236.6715449846,0.8872744114,1,1
28.6387610917,993.2610026279,85.9293387523,5.921694352,8.23037176536116E-05,23.8100790576,341.9444237717,1.4545659289,1,1
26.6057292575,994.3224856844,84.0722693578,13.7260497113,4.31388690134591E-05,11.7616881873,107.0708101477,0.8917424506,1,1
26.6506432604,1002.0309702948,68.3532374198,5.8784795793,5.74747830926373E-05,16.9045946544,442.3608775762,1.0769816124,1,1
27.3819234149,1004.0903564458,81.6111557275,6.1892042695,5.87558032297584E-05,23.1603709084,228.3406814742,0.7963258019,1,1
26.5738778281,984.5433656581,77.3108593737,13.9351973624,1.26584634911122E-05,23.7913717805,389.8101278503,1.0866239183,1,1
29.3137546838,982.4056027044,79.0735551093,14.4513969029,0.000083722,20.669391201,174.681162371,1.4408801696,1,1
26.4973833657,1006.2540085586,98.8376099842,7.6573028483,7.35962760993596E-05,5.8057103756,232.4402713126,1.0162832992,1,1
28.3225809036,1008.0781174475,86.8900274918,12.2191692683,8.19191284452595E-05,24.0106564191,59.929766907,1.4825212723,1,1
26.3445285563,1004.4316033781,71.2133901021,6.9826948663,4.67862857728143E-05,17.879131589,221.4283302606,0.5545654083,1,1
28.3978445586,1007.0720982833,75.3286146379,8.2449916645,4.70448478636175E-05,5.967254221,419.2194130161,1.326340811,1,1
28.3520018537,990.5930866682,91.9913345778,13.3203053718,8.34635693122515E-05,17.6291758517,402.9824629458,1.0985629932,1,1
27.6565642729,1008.7383757978,81.6445529952,14.0763427781,2.59463257444012E-05,17.5130157885,307.2234422673,0.6848383979,1,1
26.2383483894,998.1307795914,90.547690774,12.8510205638,2.65433994053663E-05,18.3304395339,86.0475769743,0.9418337048,1,1
26.6534670336,985.5337715318,68.0917579663,10.8006058557,9.85926953393778E-06,12.9558688186,280.2683512016,0.983294285,1,1
27.5311364016,1005.1743982421,65.8130676968,12.5854511567,1.08939346108727E-05,6.4231135776,308.2396323547,1.0660184249,1,1
29.5121340514,996.7362102698,98.3916408162,5.730422726,1.43107300541704E-05,5.8813172314,133.3745826501,1.0412701109,1,1
28.5822887257,981.3675547385,97.8388355938,17.6324806498,3.31781858049239E-05,6.5437506045,126.4491829486,0.6269444138,1,1
26.4931351172,995.55685066,69.8338976997,10.3720957479,0.000099003,18.6862849785,477.0413001712,0.642556555,1,1
27.5285578993,996.6419540985,63.0703224755,5.0628116544,6.86912617107072E-05,17.836390336,234.8549644998,0.989644076,1,1
27.6617720024,980.7201513453,73.4148642487,7.656233831,1.435029796463E-05,24.1344086778,319.711876269,1.2286562842,1,1
27.2614549731,991.7944138848,69.4769597559,6.4544850645,0.000022008,20.9502809059,354.8956123327,1.046928876,1,1
27.9003594915,1007.6730285097,62.9093979111,9.2090121986,3.82440960892178E-05,20.6485162443,496.6315790729,0.7406705148,1,1
29.4972293365,1004.918682813,68.9862959057,10.989988703,4.39189225827893E-05,24.5644133705,131.4013556205,1.2991579711,1,1
27.3367708567,1001.9261103733,76.8004401718,13.6753964467,8.40981184659825E-05,21.0833112997,439.8904325929,0.5596173253,1,1
28.7682022122,984.1996213017,76.6327427207,13.2288262258,4.32602510509489E-05,15.3922335161,498.4368389594,0.6352173137,1,1
28.7018241813,991.8800289916,65.3203919563,7.3810514506,9.51809450933336E-05,22.5920299342,458.1688821868,1.4915327758,1,1
26.83326156,990.6631801209,86.768761197,12.2570380979,0.000044747,12.1562249867,317.2012843746,1.0755934286,1,1
26.6458313363,994.1521951256,82.1388710484,13.554304081,2.49601833266734E-05,19.845427845,61.3395926695,0.8548318555,1,1
29.1208505941,996.9167876317,70.4464973004,15.4242967901,5.8902139694827E-05,20.9248721891,380.7613337854,1.110107922,1,1
27.9527107012,983.99546377,70.4533207154,11.2864920938,6.19334322656069E-05,15.2741571043,179.6830366818,0.5064643578,1,1
27.9849568876,988.5687796569,89.3843320284,5.3591939791,6.05586420740501E-05,23.8294847501,128.4841702002,0.9716494908,1,1
26.3656879673,998.7704573678,82.0212672238,11.1104828632,5.45308170400054E-05,22.9314931694,138.33243604,0.5225645117,1,1
29.4466595388,997.3135124716,95.6263382185,13.9541783512,8.19653035461717E-05,13.5934672671,387.4369690797,1.4130414669,1,1
28.2884918549,985.4235545169,70.7519046012,7.9796686535,2.84514176215946E-05,11.128308987,299.8102040389,1.0879916295,1,1
27.705998989,998.4626233946,63.2629970245,6.3168235559,2.13237987339776E-05,15.3615499608,146.2976054142,0.7832844035,1,1
27.6012513447,1004.3559837203,60.5544854365,14.7406823035,6.85432704488651E-05,20.9731156071,469.7388225771,0.5201378489,1,1
26.6151348221,1006.5851388217,78.3407424875,13.468859584,6.7987584353699E-05,18.5813320899,469.2831814924,1.4969494174,1,1
28.8806298437,988.6166362762,95.1900960918,5.7383137181,2.69526810230771E-05,22.9477143493,165.2861814977,0.7206510596,1,1
26.5525011726,1005.7733527294,80.0023303676,15.1233980458,2.77113064871278E-05,20.1608084202,392.0024952329,0.8125980249,1,1
27.642730532,986.2907083229,99.0624409329,14.6840386559,9.3781668667974E-05,11.0677108726,401.8509108486,1.2658586439,1,1
28.7666226075,1008.969169258,75.7422134443,6.9607598538,6.88123416281858E-05,19.5861960095,308.7772580565,0.7068178931,1,1
28.0178237667,989.3656920971,77.0986611267,14.6782786377,7.57954005556293E-05,9.644493818,232.3964122911,0.769161571,1,1
26.7945264554,1003.5016165999,96.3701077775,10.5534827853,7.63714978155079E-05,22.9399057873,430.7558947386,0.6828133885,1,1
29.8251675261,991.3002932129,73.569626447,5.9364699092,5.11864971399639E-05,7.1802723128,161.8429194173,0.8169426218,1,1
29.235305294,1006.2646595119,72.0986526985,17.8804718187,8.64369390501302E-05,20.2930190077,116.0128013068,1.1903228469,1,1
29.7800962583,1000.476214363,73.2646739643,12.5086897615,6.63438791183501E-05,15.2114081746,103.9788237789,0.8120640447,1,1
29.2095841222,1005.8425413829,65.4920013086,19.285801286,3.62381486956179E-05,18.2462747746,388.3213156805,1.3119462346,1,1
29.7829988089,989.3875864409,94.3402581821,6.9753035515,7.19788861035913E-05,19.8395545903,354.9754585406,0.7523147361,1,1
29.4921725881,985.0657539011,62.1453916608,15.7619748592,5.01701929471097E-05,21.9819603992,222.5287134762,0.6682785885,1,1
29.3457687699,996.4672889492,67.5678316956,15.8057599788,5.35557956565026E-05,17.0862596448,257.404252193,1.3287089838,1,1
29.3182508627,1001.2816646547,64.2160550959,17.5828079286,6.87462331506264E-05,18.9404833201,213.3422781817,1.3792795562,1,1
28.9014864009,983.3777139959,76.3111213762,18.2957054294,9.48368666125101E-06,24.2283323928,355.6231557438,1.1313759776,1,1
27.082237026,987.4637536622,97.6823287795,9.4740868135,0.000078673,12.8624359641,112.6643318531,0.5107152977,1,1
28.1770293481,1009.2733645565,74.7654477524,10.3578850099,3.7688703695697E-05,15.4108767461,248.2991975409,1.3799146267,1,1
28.0220831669,995.2327351457,65.5348637888,19.7410931137,2.87474246325388E-05,6.4672813492,348.4158120388,1.0953663702,1,1
27.660582616,992.6657670164,91.4025568419,7.9356896015,8.29240652997645E-05,17.9749422779,238.5363982008,0.9580286166,1,1
27.0265888287,1002.5634299809,80.5149896922,9.8128181412,6.16247609972903E-05,24.914689041,245.8680258455,1.4206914008,1,1
27.3800673597,981.6419812078,68.1696842547,11.2804271499,2.58653182164841E-05,5.0045407644,461.7506919864,1.3438794112,1,1
28.9691689259,985.0344378694,64.8145430484,6.0140712421,7.37827729334275E-05,23.5761592138,243.7411194109,0.619140672,1,1
28.0495712829,990.4649572238,74.992996974,14.3199593623,7.32782207599092E-05,7.2120719775,66.0156038629,1.4943303027,1,1
26.9309133957,981.6149157473,67.5950131638,5.5843676952,0.000042222,21.048035689,203.560002391,0.9441834069,1,1
28.7023470943,995.2668221021,94.4578274409,17.9905351257,5.9415160716596E-06,20.5609261297,257.3301201088,1.4888405413,1,1
27.9329283035,1009.6068783617,90.1827744482,8.7290732692,5.6147523032261E-05,24.8427127896,435.8887734884,0.5973668938,1,1
28.8254879872,990.3673875761,60.2792904752,11.0522145354,2.73016700638723E-05,21.3773854104,201.7987739806,1.327523694,1,1
26.0023917553,989.2345745008,69.6466085723,8.503510416,1.1477728877719E-05,8.7424854082,299.9973064485,0.7913610728,1,1
27.6695791293,991.3060064104,95.036197,18.5794849852,5.18309123073067E-05,11.6031190063,98.0603168011,1.4534028794,1,1
26.2409077796,988.929508327,71.9226480468,9.8060192921,2.06072501108789E-05,20.6632286185,105.1240378847,1.1349066592,1,1
26.4953841068,982.1160691278,96.3771801474,7.8519314948,8.30187646831719E-05,15.8926174221,85.0354338239,1.4554481914,1,1
26.987844668,1005.7893603606,66.7524002314,17.8091432321,6.25673722600293E-06,15.2356091314,396.2491607397,1.4347955175,1,1
29.6368085448,1004.5887460864,95.5276539865,7.9882952876,3.19975080926142E-05,10.7793704984,219.6742689508,0.8933206704,1,1
28.1782212986,984.796392901,87.6498665514,7.5134980896,3.4479305799932E-05,15.0669026121,408.3982526856,1.2394692332,1,1
28.5821374256,984.6731978174,81.8818138246,6.311697527,4.08495017956818E-05,13.2703306058,67.9151477506,0.7739880995,1,1
29.8225978691,1008.6089782349,74.0930821701,5.6465016342,0.000022014,12.8443558687,476.5008640862,0.6411990635,1,1
29.0540633747,983.2604761812,99.2503030957,10.7242474866,7.86472811954103E-05,11.8518216562,332.4509947215,0.6920160847,1,1
26.5840840772,1008.1419241871,96.7058911162,18.3120341032,6.44161777658264E-05,21.1653642243,81.0666216101,0.8347890419,1,1
27.254812499,999.0693596586,74.2383109388,7.2276017247,6.16643721642867E-05,21.2876784134,221.955572507,0.6322687151,1,1
26.7867527893,987.1244991551,71.9959037198,14.6419260576,6.20898210310833E-05,18.9215972313,213.1258930392,1.3239976519,1,1
26.8163506446,994.0712224255,92.0375488617,7.702379716,0.000015437,22.6736793538,204.3183482416,1.1838701249,1,1
26.1013944171,1000.7014066523,72.6440524619,5.8361128038,6.29322123470711E-05,9.8160763215,224.0632589233,0.5805808123,1,1
26.5886530044,988.9393170649,63.5903800224,18.6623939703,5.57446910247795E-06,14.6772043773,105.4613561596,0.8076790895,1,1
29.7042382393,984.8508365982,98.6332927887,8.0869156548,7.54487803043488E-05,15.9335452979,448.0154274185,1.0539932555,1,1
28.1382368766,985.8637400111,66.6491744821,18.7473372667,3.61446288907532E-05,12.4416450993,391.9206462928,0.8388234824,1,1
29.8082497866,1002.13783307,83.8971697029,18.2134274082,9.71256129320086E-06,10.1412538438,259.2663503994,0.7269785395,1,1
28.9756207492,1007.5762409316,76.9508047972,10.1319890017,9.63473195530688E-05,13.8970486566,270.0717802022,0.8516498723,1,1
29.638193892,997.0686644985,90.4869834873,17.1771007753,3.74756589821395E-05,13.6738866264,431.8122984828,0.8632553517,1,1
29.1757405338,1008.2297696772,84.9284149227,16.1244093118,8.14842446439078E-05,21.9007929779,227.7740020356,0.5512634592,1,1
27.6075050849,1000.2126868935,78.0140154312,16.2344472629,3.89133307995231E-05,17.6948828221,133.8889121843,1.2493694366,1,1
28.1827838753,986.1219316564,71.6764469399,16.2291306287,5.08471173878445E-05,9.3206288079,485.2720356666,1.2151250198,1,1
29.8285393302,992.8131513608,79.0040136277,18.4693282428,5.48796873233115E-05,19.1455782381,163.477794873,0.9467264687,1,1
26.4937994632,986.1794010763,60.0377366107,5.5889757747,0.000097842,9.8470739027,348.4898192768,1.3390996988,1,1
28.2026418369,984.5943350025,89.1246574934,14.0037711515,7.44688059880006E-05,20.3949324571,488.9346654581,1.07356328,1,1
27.3665644508,999.453936707,62.7376283697,18.4609597748,1.63411960771287E-05,11.5568567577,417.0854212818,1.0973123783,1,1
27.5745420811,994.2030697813,94.1818957281,10.1000657909,8.76167200571563E-05,6.7626886195,399.5592967439,1.3475476331,1,1
26.7272706113,992.9103959712,66.6199909865,15.5990619349,0.000055858,17.7064669342,138.4191351303,0.7117458621,1,1
26.165989302,989.6620260559,82.3897864533,17.86902371,6.83581075085747E-05,13.707926468,478.9040514774,1.2192452006,1,1
29.7206608115,995.8276391982,70.3561709917,5.7924002955,7.39780608909658E-05,7.4260599601,186.2488077224,1.0324709079,1,1
28.2576663511,998.0174959096,66.650213214,10.6960610723,6.36334515761118E-05,24.3963772927,377.4340119649,1.4226037571,1,1
29.0488482333,997.7515090668,67.6809347655,15.0002847784,6.42210587661912E-05,17.0493834091,270.4036405947,1.028656604,1,1
27.3377701085,995.5793807793,67.9022362271,17.0776159604,2.26488106963772E-05,6.6993257978,246.3107118607,1.1583074395,1,1
27.7508672997,988.3026239585,82.3268473556,10.2050350312,9.36224305620301E-05,23.4529027921,276.0673189874,0.827883994,1,1
28.9485296558,981.1013883045,78.9907602417,10.0448509141,9.24509090847427E-05,5.2400605455,298.7666940733,1.2406635811,1,1
27.9400719501,982.5620909049,98.8984556011,12.7701564706,6.33476932103061E-05,9.7321956542,267.5741382981,0.929149492,1,1
26.299583368,983.1848106064,93.4989007848,8.5972992831,0.000023521,15.098229025,395.9362091131,0.5619465186,1,1
28.3072316786,983.5763132852,61.458442033,5.7911592824,8.42455902798019E-05,7.3594496726,70.3181139855,0.9378998871,1,1
29.3759738878,987.8722512947,76.868504701,5.5988379885,4.76624588428132E-05,16.5522616127,306.9081741885,0.8324266922,1,1
27.2621327227,983.1987085681,74.6719328259,6.4924200331,7.78266147476449E-05,24.325485955,486.5335055,1.3650710994,1,1
28.4031685974,1001.0259709173,71.4082321072,14.4615563026,4.82867071967884E-05,14.6403467955,390.9994521688,0.7819183556,1,1
27.2721584468,1007.7392537339,62.248971794,12.2845144762,9.17160760387469E-05,17.2072601564,295.8831833955,0.7497441792,1,1
27.3731019563,1005.5614524741,82.3687252707,12.7211329064,1.44600727863028E-05,5.3205631291,483.6583349092,0.8769861673,1,1
28.4128522484,982.3914521956,87.3245714289,18.9885006306,5.96881990347549E-05,7.5223064475,311.7746873631,1.2663472131,1,1
27.6256661463,1006.3951324383,85.9473181343,18.4887337743,0.000064233,7.6257594401,189.3612699973,0.7017949483,1,1
29.6353059909,1002.8120020186,87.0559347564,9.5144947945,2.24842533447703E-05,20.1290217598,263.3710756456,0.7257895522,1,1
28.4664879127,981.2100155642,73.0468101651,12.0283549189,0.000019056,24.6930895518,144.0938140653,0.63035313,1,1
26.8141394955,1003.0718339948,77.0202263709,13.4812390963,6.99586991370427E-06,5.6886261715,250.6214974222,1.3166552432,1,1
29.5409555148,982.6011970279,81.534524084,18.6984452942,4.18574116677992E-05,21.5913166286,110.1630444797,1.4353944897,1,1
29.0056932701,1008.2400317836,87.0646893421,10.45105898,9.41272113898486E-05,10.5113355262,199.4776349278,1.200808418,1,1
29.0612651981,1007.8821045155,68.1920963622,16.9699705283,7.51618750727115E-05,6.2758911251,224.2504135446,0.7827654571,1,1
27.2179616974,1009.4884063866,85.7110965392,15.7651423669,9.77786755449259E-05,12.5440356492,410.8280758038,0.9345309633,1,1
29.4781346873,985.4197262393,97.9074470826,8.2815756262,3.59909481631885E-05,20.1238446821,227.1898137044,1.1082113768,1,1
27.7782940043,1002.2710981127,69.1332500947,5.8768698086,3.34932927599413E-05,14.4861732974,125.6090234867,0.8547972897,1,1
27.5999320732,981.7217553106,83.3322899274,18.2651514196,1.941557673054E-05,16.956160268,349.1326422099,0.9193346804,1,1
28.8043903495,992.3219463047,80.1854915191,5.1102956683,7.07134108427954E-05,18.2268535789,67.2803947969,0.8682501074,1,1
29.9161273632,992.6220968771,80.0778162053,18.6489523724,7.31398782072469E-05,16.6414026225,409.0121066035,1.3643662665,1,1
27.8275522869,994.253250948,75.4420374261,19.5005921003,7.12307941575833E-05,6.6644613242,438.3318304909,0.9805599408,1,1
26.2750156257,996.4915176549,76.686571159,18.1662410729,2.43794873428918E-05,21.5292921898,300.9599110335,0.5546103032,1,1
29.8873812053,995.3784573231,71.6350741693,12.0411026298,8.64964894341615E-05,11.0980624877,136.704378419,0.6290712469,1,1
27.1914375936,1003.4014426112,78.8650546078,8.4122240554,2.07875749629262E-05,11.6545895302,472.9659677986,0.8430267126,1,1
29.9524963038,994.556913673,67.1665567316,18.3671013769,4.87337604478086E-05,19.1934268701,492.6702124441,0.5501753503,1,1
26.3867782392,1001.6137022439,71.2730001318,7.7645209543,8.7393785828743E-06,5.4369342397,398.5185214039,0.6344334274,1,1
27.8708824639,998.1769044554,77.1340720228,5.406599785,7.94326427458514E-05,5.2102644908,392.8504524699,1.3933044938,1,1
27.7313596842,996.0662741929,79.0793357047,10.8381292794,8.93053308601842E-05,22.8786702134,201.1173640887,1.115069754,1,1
29.7076302486,1008.8617549682,80.3583616169,11.7923720793,0.000031476,24.1774374638,114.2664370128,1.079829576,1,1
27.1302010701,988.3702487104,76.198743495,19.9818940372,1.02217991497831E-05,16.5708363641,87.1574711159,0.65452083,1,1
27.7582517671,995.3138039404,70.3516963346,9.7468569631,1.32618669243136E-05,11.0643956769,484.9512977212,1.4447073817,1,1
27.3395131605,997.1256180884,96.3838156444,5.0927573396,8.20149391820712E-05,23.9673910558,91.0965804501,0.661447686,1,1
29.8429852111,996.1262043092,60.5678653789,8.8644799815,4.77446490555417E-05,18.8581782205,379.9221701616,1.4954215129,1,1
27.1500447975,996.1466030561,81.3329419144,11.0846788917,2.10703799150299E-05,24.5491312637,433.992734,0.9983330283,1,1
28.4129816907,986.8178316068,81.7514828157,15.4245519968,5.39408676967259E-05,24.8057034117,325.1037453115,0.8709737126,1,1
29.0886081105,985.1138753475,75.3806325483,10.2043842557,4.60216740352388E-05,20.6355965186,267.8778644735,1.2940144503,1,1
28.3059556126,990.2620830397,92.3991497473,8.5743450583,2.63163830809806E-05,15.0900584811,167.3821606829,0.509087035,1,1
28.5931901092,995.3328146442,77.8207125797,19.5045277193,5.92639224764768E-05,22.2686315558,112.7526062923,1.0692064631,1,1
29.4719185069,997.4931727184,88.7205671251,10.5806535172,1.37827041185213E-05,14.1580059025,227.5157258775,1.3670601824,1,1
26.9759812094,1009.0020268261,98.3255247922,8.7144746461,3.80649357703454E-05,22.9111148175,484.9799994032,0.9434391028,1,1
27.2839881826,995.7828203975,87.5107682546,9.1021177306,0.000074965,6.0331471423,72.182521744,0.8862877051,1,1
27.4138927682,989.468996461,79.6407905068,9.8110037347,2.32645022544687E-05,11.1893909818,488.7069227646,0.911113417,1,1
27.7788511074,997.2963496985,99.3336307366,8.6240191465,6.97218005005812E-05,19.3196938708,323.2959875569,0.5885783396,1,1
28.7074891033,981.9228413311,83.845705982,16.0937176583,2.50421396088953E-05,21.8324401509,63.6592124899,1.3438128637,1,1
27.8413162026,986.527638198,65.3511257998,19.2996075137,1.19032308202099E-05,8.9818683987,206.5200563449,1.120234849,1,1
28.1792043411,983.7693047724,71.5891193495,8.5812765663,2.52865711765824E-05,13.2228867296,366.8141536662,0.7174529322,1,1
27.4667155188,991.7275228052,99.0582611774,19.3199953532,8.10130703614472E-05,9.8331784164,80.6167913413,0.8169041377,1,1
27.0671781977,995.1777740044,91.1091164027,17.8748440832,8.52620881139983E-05,12.1935112245,359.2554545573,0.8128341975,1,1
26.2436221729,1001.0469579681,60.3931021028,11.1377388119,0.000036291,18.8675507704,394.8104627422,0.804094636,1,1
29.2465080578,988.8175028151,77.8530543995,15.9052779052,7.08274217763549E-05,24.7473694462,151.3224608972,1.1623179135,1,1
28.4387276331,1007.4529536347,66.2544856658,16.2769724538,5.8985518545533E-05,10.4933173958,263.4957113662,0.8337765971,1,1
28.3172536112,1006.6700183244,82.7721993765,14.4758362749,0.000054281,6.0233101289,154.7863505942,0.9920017294,1,1
27.240941135,985.4529079328,80.1653136767,9.8421469017,2.95202261014744E-05,14.2797083488,109.977916137,1.4277457331,1,1
29.4708083917,1001.2286175722,64.2485531035,16.638158817,8.17559461703568E-05,20.3552923543,101.2846492037,1.1439079571,1,1
29.337299183,997.3206020366,85.8562950091,11.8754521914,5.5227195388985E-05,5.687537167,337.533359888,0.5814472129,1,1
27.7400583774,988.77965293,81.8171180085,7.0012450328,7.07061231874652E-05,20.9002307386,123.5095023844,0.6043130874,1,1
26.5820619311,1006.313826857,81.1275704703,12.0089149401,1.51376228147237E-05,17.9911201351,440.5998163528,1.3281858693,1,1
28.5042188359,982.2583614996,64.495881087,5.7396348066,2.94605255667846E-05,7.7132293432,167.0216181136,0.8850580557,1,1
29.7719311363,998.3112817935,93.3989514273,15.6552725107,1.568779740003E-05,19.7184081275,173.7944967016,1.139107847,1,1
27.3638478946,1009.9301678979,70.5420591799,9.1869570616,9.34138642784279E-05,5.4928880927,363.5100445429,1.2253263907,1,1
29.3455143096,1009.2331793192,99.0240767663,5.9791513635,8.30747356615257E-05,17.9261986731,341.3039604679,0.6283499266,1,1
28.6007486658,1009.474477418,96.4727427816,11.5869599121,8.79505746217896E-06,12.2458698,421.8756402203,1.2014991015,1,1
27.8373746224,981.6530460548,77.0757891129,12.0353740958,9.32127756249429E-05,17.8217220716,190.2438124946,1.0253182645,1,1
26.2642212313,1009.1770470695,74.4023960772,12.1680103237,0.000038752,18.6502346023,348.0044712483,1.2153223105,1,1
27.0725729184,989.4700544349,65.0100492438,14.8326495777,8.78072709688699E-06,16.9536467105,441.3631481832,1.3908321483,1,1
27.7961510415,993.7791106464,63.0787673203,15.0614753816,8.30196449354203E-05,9.8931010921,239.585396735,1.3388393368,1,1
29.5084818706,987.2953994079,82.0228253817,7.8873972595,1.46784825932579E-05,23.2224100278,419.2283769045,1.2600349018,1,1
26.1950652753,1005.3118637813,77.5217630362,10.1359268494,5.69152542974108E-05,6.8270648545,390.4909472086,1.0824350769,1,1
26.7463603875,985.6469659931,67.3699460629,5.8550358133,6.08408526903101E-05,21.8069635518,57.8741962943,0.549004645,1,1
28.2910811067,1004.5848705616,73.0695556227,10.2442159821,6.16529172621937E-05,10.4842577825,61.973764735,1.2352285181,1,1
28.5025996518,997.4226799717,89.6673651597,15.1284625634,2.45587888769405E-05,12.0496209389,106.7495637554,0.6298570134,1,1
28.7047829854,1005.7580032095,98.5093033544,14.4252067632,2.24896257192909E-05,7.113006909,415.7829371915,1.0787564764,1,1
28.4731400841,1003.4438626627,88.1310891093,17.5168737928,1.03403210186885E-05,19.9504127349,432.8837407949,0.7861350425,1,1
28.561789096,989.4248619151,98.3188426593,5.5013535865,6.00803201641307E-05,8.330070941,370.4990923297,0.6758902834,1,1
26.9415330476,994.8311243314,96.5933979999,8.1757155822,1.87028020062198E-05,20.1795366371,275.2787895503,1.4117851124,1,1
26.5864582286,999.3778367907,69.3151658461,7.3514064298,6.99257944399407E-05,16.8736923982,389.672356263,0.8094625764,1,1
27.7918866255,992.1641502899,99.3635785587,9.3837343511,3.30076376429429E-05,12.0909641766,304.0673365806,0.7523227443,1,1
29.6611597615,987.970566946,95.8326292624,6.5521259547,6.7373456727967E-05,23.1397103688,125.9372472792,1.4683269601,1,1
27.8115334417,1008.3714532532,87.0728017452,9.5238030481,2.28887398671251E-05,11.0747009245,91.8578341682,0.6438679663,1,1
26.4186417614,992.6883063122,91.8231350503,7.1207533132,1.73804411513719E-05,17.8685789903,138.7323418856,0.5976100381,1,1
26.6673943128,1007.7119418763,92.858850111,10.3109684353,0.000067303,15.7455134734,354.7059185672,1.1826711525,1,1
28.5149360602,987.9830410561,61.5602568305,11.8335017299,8.96425190456169E-05,16.3899451704,424.5759687659,1.491624343,1,1
26.6544648166,1000.7533291743,86.971742948,19.6993317104,9.8632069725516E-05,18.7335722345,159.626656392,1.2985558381,1,1
26.4281165368,1003.4209791252,96.4078449658,10.7425009215,6.49103530233927E-05,13.6028546419,246.9942747447,0.8103708891,1,1
29.0485184818,1008.085296925,97.6300343694,7.6217192731,8.81006467173738E-05,19.7486288285,163.7768303106,0.5672846129,1,1
27.0719890675,1007.3662471035,85.3271469958,15.8158199135,2.94294733553641E-05,19.3877631115,62.6546778251,0.8753213458,1,1
28.5070133942,984.3828969662,92.9201429779,8.5254694822,6.69667057177524E-05,13.1039428515,318.2196179649,0.6074505526,1,1
26.0676511997,1007.2869328214,70.7852003507,17.2951550417,9.9938278544859E-05,9.22862516,169.3268335325,1.1628597876,1,1
29.8617945384,1007.4744304457,80.1150208026,16.9266542379,1.78958560444906E-05,24.5487636841,483.9589553162,0.6637289579,1,1
27.1976924992,983.0046499252,70.8687039559,17.2393368412,0.00004094,6.7679393429,204.0014861505,1.4813833342,1,1
28.518734381,992.4848283922,66.6615405399,19.7926519593,8.29806558799973E-05,10.629546049,81.5309130745,0.5566255574,1,1
26.481512598,997.4230575084,97.1505368482,12.4511514201,8.50798208333387E-05,13.9177323972,368.8625955955,1.2318727373,1,1
26.6958548236,990.8364817693,85.4920862615,6.0604491228,3.93463178374809E-05,15.6959893256,498.3010218701,0.9745335626,1,1
29.2642270285,992.962018552,91.8556289048,13.9312220243,8.92265669427279E-05,13.218851047,321.9369889197,1.1300186806,1,1
27.6695317672,984.3293613106,63.7423762765,5.250073259,8.79857551032954E-05,9.7294982448,145.1780371768,1.2360354004,1,1
27.2800644523,995.1813407724,66.5004426119,19.3961858219,8.59002330016376E-05,22.2757924593,233.0481868574,1.2623612137,1,1
26.5755046216,980.2585700778,60.7989173031,13.7990260611,4.82625159985544E-05,15.3603069782,53.3584131877,0.9226866197,1,1
28.8722726448,993.280811059,89.2887682525,8.495284466,8.22484904257639E-05,16.7686248091,144.8433947435,0.7367204759,1,1
